"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Hithlain Knots","ltr","Near Mint","English","foil","","2025-10-31 03:04:00.793000","54","False","False",""
"1","1","Hoarder's Overflow","blb","Near Mint","English","","","2025-10-29 01:07:41.747000","141","False","False",""
"2","2","Hoarding Dragon","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","626","False","False",""
"1","1","Hollow Scavenger // Bakery Raid","woe","Near Mint","English","","","2025-10-30 23:48:35.377000","174","False","False",""
"1","1","Homunculus Horde","fdn","Near Mint","English","","","2025-11-06 17:01:20.387000","41","False","False",""
"1","1","Hopeful Vigil","woe","Near Mint","English","","","2025-10-29 01:05:57.177000","17","False","False",""
"1","1","Hopeless Nightmare","woe","Near Mint","English","","","2025-10-29 01:14:43.147000","95","False","False",""
"1","1","Horrid Vigor","dsk","Near Mint","English","","","2025-10-25 21:59:29.773000","184","False","False",""
"2","2","House Cartographer","dsk","Near Mint","English","","","2025-10-30 23:53:31.963000","185","False","False",""
"1","1","Hundred-Battle Veteran","tdm","Near Mint","English","","","2025-10-15 19:16:35.307000","82","False","False",""
"6","6","Hungry Ghoul","fdn","Near Mint","English","","","2025-11-06 17:06:22.237000","62","False","False",""
"1","1","Icatian Javelineers","tsb","Near Mint","English","","","2025-10-31 03:12:20.600000","10","False","False",""
"1","1","Iceridge Serpent","tdm","Near Mint","English","","","2025-10-15 19:17:52.337000","49","False","False",""
"6","6","Icewind Elemental","fdn","Near Mint","English","","","2025-11-07 19:46:35.117000","42","False","False",""
"1","1","Ichor Synthesizer","one","Near Mint","English","","","2025-11-07 19:36:33.823000","55","False","False",""
"1","1","Ill-Timed Explosion","mkm","Near Mint","English","","","2025-10-25 22:19:24.190000","207","False","False",""
"1","1","Immersturm Predator","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","660","False","False",""
"1","1","Imodane's Recruiter // Train Troops","woe","Near Mint","English","","","2025-10-29 01:11:07.470000","229","False","False",""
"1","1","Impact Tremors","fdn","Near Mint","English","foil","","2025-10-19 21:44:49.157000","717","False","False",""
"2","2","Imperious Perfect","fdn","Near Mint","English","foil","","2025-10-19 21:44:49.157000","719","False","False",""
"2","2","Impossible Inferno","dsk","Near Mint","English","","","2025-10-30 23:55:21.873000","140","False","False",""
"1","1","Imprisoned in the Moon","fdn","Near Mint","English","foil","","2025-11-06 16:59:04.320000","156","False","False",""
"2","2","Imprisoned in the Moon","fdn","Near Mint","English","","","2025-11-07 20:33:34.930000","156","False","False",""
"1","1","Imp's Mischief","otp","Near Mint","English","","","2025-10-15 16:28:25.587000","15","False","False",""
"5","5","Incinerating Blast","fdn","Near Mint","English","","","2025-11-07 19:48:29.810000","90","False","False",""
"1","1","Incubation Sac","one","Near Mint","English","foil","","2025-10-31 03:00:08.917000","171","False","False",""
"1","1","Incubation Sac","one","Near Mint","English","","","2025-10-15 19:28:04.957000","171","False","False",""
"1","1","Infectious Inquiry","one","Near Mint","English","foil","","2025-10-15 19:44:06.950000","97","False","False",""
"1","1","Infernal Phantom","dsk","Near Mint","English","foil","","2025-10-25 22:00:57.273000","141","False","False",""
"1","1","Infernal Phantom","dsk","Near Mint","English","","","2025-10-25 22:04:40.493000","141","False","False",""
"1","1","Infernal Vessel","fdn","Near Mint","English","foil","","2025-11-06 17:03:41.953000","63","False","False",""
"2","2","Infernal Vessel","fdn","Near Mint","English","","","2025-11-07 19:51:51.337000","63","False","False",""
"6","6","Infestation Sage","fdn","Near Mint","English","","","2025-11-06 17:06:44.937000","64","False","False",""
"1","1","Ingenious Leonin","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","495","False","False",""
"1","1","Innocuous Rat","dsk","Near Mint","English","","","2025-10-25 22:09:07.697000","103","False","False",""
"1","1","Inquisitive Glimmer","dsk","Near Mint","English","","","2025-10-25 22:21:30.837000","217","False","False",""
"1","1","Inside Source","mkm","Near Mint","English","","","2025-10-25 22:12:07.630000","19","False","False",""
"1","1","Insidious Fungus","dsk","Near Mint","English","foil","","2025-10-25 21:55:53.043000","186","False","False",""
"1","1","Inspiration from Beyond","fdn","Near Mint","English","","","2025-11-06 16:59:56.760000","43","False","False",""
"3","3","Inspiring Call","fdn","Near Mint","English","","","2025-11-07 20:32:54.337000","226","False","False",""
"2","2","Inspiring Overseer","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","496","False","False",""
"5","5","Inspiring Paladin","fdn","Near Mint","English","","","2025-11-07 19:52:03.403000","18","False","False",""
"2","2","Into the Roil","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","509","False","False",""
"1","1","Intruding Soulrager","dsk","Near Mint","English","","","2025-10-25 22:21:57.703000","218","False","False",""
"3","3","Involuntary Employment","fdn","Near Mint","English","","","2025-11-06 20:11:05.283000","203","False","False",""
"1","1","Irascible Wolverine","otj","Near Mint","English","","","2025-10-15 16:19:56.057000","130","False","False",""
"1","1","Iridescent Tiger","tdm","Near Mint","English","","","2025-11-07 19:44:19.573000","109","False","False",""
"1","1","Iron-Fist Pulverizer","otj","Near Mint","English","","","2025-10-15 16:29:01.707000","131","False","False",""
"1","1","Irreverent Gremlin","dsk","Near Mint","English","","","2025-10-30 23:56:31.503000","142","False","False",""
"1","1","Island","one","Near Mint","English","foil","","2025-10-15 19:47:55.723000","268","False","False",""
"1","1","Island","otj","Near Mint","English","","","2025-10-15 16:27:30.523000","280","False","False",""
"1","1","Island","dsk","Near Mint","English","","","2025-10-15 14:58:50.463000","279","False","False",""
"1","1","Island","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","285","False","False",""
"11","11","Island","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","274","False","False",""
"1","1","Island","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","284","False","False",""
"19","19","Island","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","275","False","False",""
"1","1","Island","one","Near Mint","English","","","2025-10-15 19:48:27.290000","268","False","False",""
"1","1","Izzet Guildgate","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","691","False","False",""
"1","1","Jagged Barrens","otj","Near Mint","English","","","2025-10-15 16:27:06.063000","259","False","False",""
"1","1","Jazal Goldmane","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","497","False","False",""
"2","2","Jeskai Brushmaster","tdm","Near Mint","English","","","2025-11-07 19:41:45.740000","195","False","False",""
"1","1","Jeskai Elder","m21","Near Mint","English","foil","","2025-10-31 03:03:26.440000","53","False","False",""
"1","1","Johann, Apprentice Sorcerer","woe","Near Mint","English","","","2025-10-30 23:49:26.277000","207","False","False",""
"1","1","Joraga Invocation","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","555","False","False",""
"5","5","Joust Through","fdn","Near Mint","English","","","2025-11-07 19:47:00.833000","19","False","False",""
"1","1","Judith, Carnage Connoisseur","mkm","Near Mint","English","foil","","2025-10-25 21:53:20.657000","210","False","False",""
"1","1","Judith, Carnage Connoisseur","mkm","Near Mint","English","","","2025-10-25 21:52:59.287000","210","False","False",""
"2","2","Jump Scare","dsk","Near Mint","English","","","2025-10-31 00:02:45.907000","17","False","False",""
"2","2","Jungle Hollow","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","263","False","False",""
"1","1","Junkblade Bruiser","blb","Near Mint","English","","","2025-10-29 01:17:27.790000","220","False","False",""
"1","1","Kalastria Highborn","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","607","False","False",""
"1","1","Kargan Dragonrider","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","541","False","False",""
"1","1","Kaya, Intangible Slayer","one","Near Mint","English","","","2025-11-07 19:32:22.863000","205","False","False",""
"2","2","Keys to the House","dsk","Near Mint","English","","","2025-10-25 21:54:36.240000","251","False","False",""
"1","1","Kill Shot","snc","Near Mint","English","foil","","2025-10-31 03:05:05.977000","19","False","False",""
"1","1","Kindled Fury","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","542","False","False",""
"2","2","Kin-Tree Nurturer","tdm","Near Mint","English","","","2025-10-15 19:21:20.010000","83","False","False",""
"2","2","Kiora, the Rising Tide","fdn","Near Mint","English","","","2025-11-06 20:54:21.183000","45","False","False",""
"1","1","Kishla Trawlers","tdm","Near Mint","English","","","2025-11-07 19:43:59.150000","50","False","False",""
"1","1","Kitesail Corsair","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","510","False","False",""
"1","1","Kitsa, Otterball Elite","blb","Near Mint","English","","","2025-10-29 00:56:10.867000","54","False","False",""
"2","2","Knight of Grace","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","576","False","False",""
"2","2","Knight of Malice","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","608","False","False",""
"1","1","Knockout Maneuver","tdm","Near Mint","English","","","2025-11-07 19:42:06.160000","147","False","False",""
"2","2","Koma, World-Eater","fdn","Near Mint","English","","","2025-11-06 20:54:33.713000","121","False","False",""
"1","1","Kraum, Violent Cacophony","otj","Near Mint","English","","","2025-10-15 16:22:43.773000","214","False","False",""
"2","2","Krenko, Mob Boss","fdn","Near Mint","English","","","2025-11-06 20:10:46.117000","204","False","False",""
"1","1","Krotiq Nestguard","tdm","Near Mint","English","","","2025-11-07 19:42:51.200000","148","False","False",""
"1","1","Krumar Initiate","tdm","Near Mint","English","","","2025-10-15 19:22:51.200000","84","False","False",""
"1","1","Kuldotha Cackler","one","Near Mint","English","","","2025-11-07 19:37:20.757000","139","False","False",""
"1","1","Kykar, Zephyr Awakener","fdn","Near Mint","English","","","2025-11-07 20:31:20.347000","122","False","False",""
"1","1","Labyrinth Champion","ths","Near Mint","English","","","2025-10-31 03:10:00.763000","126","False","False",""
"1","1","Land Tax","wot","Near Mint","English","","","2025-10-29 01:05:08.043000","9","False","False",""
"1","1","Lathliss, Dragon Queen","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","627","False","False",""
"1","1","Leaping Ambush","woe","Near Mint","English","","","2025-10-30 23:46:24.557000","177","False","False",""
"1","1","Leonin Skyhunter","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","498","False","False",""
"1","1","Leonin Vanguard","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","499","False","False",""
"4","4","Let's Play a Game","dsk","Near Mint","English","","","2025-10-31 00:03:39.393000","105","False","False",""
"4","4","Leyline of Hope","dsk","Near Mint","English","","","2025-10-30 21:03:47.360000","18","False","False",""
"1","1","Leyline of Mutation","dsk","Near Mint","English","","","2025-10-19 18:33:33.357000","188","False","False",""
"1","1","Leyline of Resonance","dsk","Near Mint","English","","","2025-10-19 18:26:53.493000","143","False","False",""
"4","4","Lightshell Duo","fdn","Near Mint","English","","","2025-11-06 16:56:56.687000","157","False","False",""
"1","1","Liliana, Dreadhorde General","fdn","Near Mint","English","foil","","2025-11-07 19:54:47.217000","176","False","False",""
"2","2","Liliana, Dreadhorde General","fdn","Near Mint","English","","","2025-11-06 17:13:48.987000","176","False","False",""
"1","1","Liliana's Steward","m21","Near Mint","English","foil","","2025-10-31 03:01:51.033000","300","False","False",""
"1","1","Lilysplash Mentor","blb","Near Mint","English","","","2025-10-29 01:17:52.060000","222","False","False",""
"1","1","Linden, the Steadfast Queen","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","577","False","False",""
"1","1","Lionheart Glimmer","dsk","Near Mint","English","","","2025-10-15 14:54:28.327000","19","False","False",""
"1","1","Liturgy of Blood","m14","Near Mint","English","","","2025-11-09 03:01:15.383000","104","False","False",""
"2","2","Live or Die","dsk","Near Mint","English","","","2025-10-30 23:53:23.050000","107","False","False",""
"1","1","Living Death","tdc","Near Mint","English","","","2025-10-30 21:05:35.570000","185","False","False",""
"1","1","Living Lectern","woe","Near Mint","English","","","2025-10-29 00:57:29.587000","59","False","False",""
"2","2","Living Phone","dsk","Near Mint","English","","","2025-10-30 23:51:03.207000","20","False","False",""
"11","11","Llanowar Elves","fdn","Near Mint","English","","","2025-11-07 19:50:23.877000","227","False","False",""
"1","1","Llanowar Greenwidow","dmu","Near Mint","English","","","2025-10-31 03:08:45.230000","169","False","False",""
"1","1","Llanowar Loamspeaker","dmu","Near Mint","English","","","2025-10-31 03:08:59.323000","170","False","False",""
"1","1","Long River Lurker","blb","Near Mint","English","","","2025-10-29 00:56:51.323000","57","False","False",""
"2","2","Longstalk Brawl","blb","Near Mint","English","","","2025-10-29 00:59:01.753000","182","False","False",""
"1","1","Longstalk Brawl","blb","Near Mint","English","foil","","2025-10-29 00:59:09.127000","182","False","False",""
"2","2","Loot, Exuberant Explorer","fdn","Near Mint","English","","","2025-11-07 19:46:53.107000","106","False","False",""
"1","1","Lord Skitter's Blessing","woe","Near Mint","English","","","2025-10-29 01:13:16.863000","98","False","False",""
"1","1","Loxodon Eavesdropper","mkm","Near Mint","English","","","2025-10-25 21:57:19.040000","168","False","False",""
"5","5","Luminous Rebuke","fdn","Near Mint","English","","","2025-11-06 17:18:12.873000","20","False","False",""
"1","1","Lunar Insight","fdn","Near Mint","English","","","2025-11-06 17:00:22.640000","46","False","False",""
"1","1","Luxurious Locomotive","otj","Near Mint","English","","","2025-10-15 16:28:14.507000","244","False","False",""
"1","1","Lyra Dawnbringer","fdn","Near Mint","English","foil","","2025-10-19 21:44:49.157000","707","False","False",""
"1","1","Maalfeld Twins","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","523","False","False",""
"1","1","Macabre Reconstruction","mkm","Near Mint","English","","","2025-10-25 22:05:48.663000","93","False","False",""
"3","3","Macabre Waltz","fdn","Near Mint","English","","","2025-11-06 17:07:36.203000","177","False","False",""
"1","1","Madcap Experiment","kld","Near Mint","English","","","2025-10-31 03:09:16.190000","122","False","False",""
"1","1","Maelstrom Pulse","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","661","False","False",""
"1","1","Magebane Lizard","otj","Near Mint","English","","","2025-10-15 16:22:13.610000","134","False","False",""
"1","1","Magnifying Glass","mkm","Near Mint","English","","","2025-10-25 21:53:38.317000","255","False","False",""
"1","1","Magnigoth Sentry","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","556","False","False",""
"1","1","Make a Stand","fdn","Near Mint","English","foil","","2025-10-19 21:44:49.157000","708","False","False",""
"4","4","Make Your Move","fdn","Near Mint","English","","","2025-11-06 17:21:08.977000","143","False","False",""
"1","1","Makindi Ox","znr","Near Mint","English","foil","","2025-10-31 03:04:55.003000","293","False","False",""
"1","1","Malakir Blood-Priest","znr","Near Mint","English","foil","","2025-10-31 03:02:16.693000","110","False","False",""
"1","1","Malevolent Chandelier","dsk","Near Mint","English","","","2025-10-19 18:36:26.510000","252","False","False",""
"1","1","Manifest Dread","dsk","Near Mint","English","foil","","2025-10-15 16:14:58.747000","189","False","False",""
"2","2","Manifest Dread","dsk","Near Mint","English","","","2025-10-30 23:54:55.900000","189","False","False",""
"1","1","Marang River Regent // Coil and Catch","tdm","Near Mint","English","","","2025-11-07 19:42:32.060000","51","False","False",""
"4","4","Marauding Blight-Priest","fdn","Near Mint","English","","","2025-11-06 17:04:31.107000","178","False","False",""
"1","1","Marauding Sphinx","otj","Near Mint","English","","","2025-10-15 16:23:59.313000","56","False","False",""
"1","1","Marketwatch Phantom","mkm","Near Mint","English","","","2025-10-25 22:11:42.337000","24","False","False",""
"1","1","Marshal of the Lost","tdm","Near Mint","English","","","2025-10-15 19:13:59.443000","207","False","False",""
"1","1","Marvin, Murderous Mimic","dsk","Near Mint","English","","","2025-10-30 23:56:42.710000","253","False","False",""
"1","1","Massacre Wurm","fdn","Near Mint","English","foil","","2025-10-19 21:44:49.157000","714","False","False",""
"1","1","Maze Skullbomb","one","Near Mint","English","","","2025-11-07 19:34:00.510000","231","False","False",""
"1","1","Mazemind Tome","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","676","False","False",""
"1","1","Maze's End","fdn","Near Mint","English","foil","","2025-10-19 21:44:49.157000","727","False","False",""
"1","1","Maze's Mantle","one","Near Mint","English","","","2025-11-07 19:34:07.400000","174","False","False",""
"2","2","Meat Locker // Drowned Diner","dsk","Near Mint","English","","","2025-10-25 22:15:26.033000","65","False","False",""
"1","1","Meldweb Curator","one","Near Mint","English","","","2025-10-15 19:35:13.133000","59","False","False",""
"1","1","Melek, Izzet Paragon","dgm","Near Mint","English","","","2025-10-31 02:58:16.383000","84","False","False",""
"1","1","Mentor of the Meek","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","578","False","False",""
"1","1","Merry Bards","woe","Near Mint","English","","","2025-10-29 01:11:15.133000","140","False","False",""
"1","1","Metamorphic Blast","otj","Near Mint","English","","","2025-10-15 16:23:36.053000","57","False","False",""
"1","1","Meteor Golem","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","256","False","False",""
"5","5","Micromancer","fdn","Near Mint","English","","","2025-11-07 19:49:12.947000","158","False","False",""
"1","1","Midnight Mangler","dft","Near Mint","English","","","2025-11-07 20:34:12.620000","50","False","False",""
"1","1","Midnight Reaper","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","609","False","False",""
"2","2","Midnight Snack","fdn","Near Mint","English","","","2025-11-06 17:14:05.507000","65","False","False",""
"1","1","Might of the Meek","blb","Near Mint","English","","","2025-10-29 01:07:00.367000","144","False","False",""
"4","4","Mild-Mannered Librarian","fdn","Near Mint","English","","","2025-11-06 20:21:44.430000","228","False","False",""
"1","1","Mind Spiral","blb","Near Mint","English","","","2025-10-29 00:57:19.750000","59","False","False",""
"2","2","Mindsparker","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","628","False","False",""
"1","1","Mirrex","one","Near Mint","English","","","2025-11-07 19:57:05.303000","254","False","False",""
"1","1","Mirrodin Besieged","plst","Near Mint","English","","","2025-10-15 19:31:53.923000","MH1-57","False","False",""
"1","1","Mirror Room // Fractured Realm","dsk","Near Mint","English","foil","","2025-10-30 23:54:45.720000","67","False","False",""
"5","5","Mischievous Mystic","fdn","Near Mint","English","","","2025-11-06 16:59:44.070000","47","False","False",""
"1","1","Mischievous Pup","fdn","Near Mint","English","","","2025-11-06 17:24:46.247000","144","False","False",""
"6","6","Mocking Sprite","fdn","Near Mint","English","","","2025-11-07 19:48:53.270000","159","False","False",""
"1","1","Mocking Sprite","fdn","Near Mint","English","foil","","2025-11-06 16:58:04.633000","159","False","False",""
"2","2","Mold Adder","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","640","False","False",""
"1","1","Molten Duplication","big","Near Mint","English","","","2025-10-15 16:29:17.273000","14","False","False",""
"1","1","Molten Exhale","tdm","Near Mint","English","","","2025-11-07 19:43:15.577000","113","False","False",""
"1","1","Molten Rebuke","one","Near Mint","English","","","2025-10-15 19:29:46.770000","141","False","False",""
"3","3","Moment of Craving","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","524","False","False",""
"1","1","Moment of Triumph","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","500","False","False",""
"1","1","Monstrous Emergence","dsk","Near Mint","English","","","2025-10-15 14:51:06.773000","191","False","False",""
"1","1","Monstrous Rage","woe","Near Mint","English","","","2025-10-29 01:10:02.813000","142","False","False",""
"1","1","Moonrise Cleric","blb","Near Mint","English","","","2025-10-29 01:17:35.497000","226","False","False",""
"2","2","Mortify","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","662","False","False",""
"2","2","Most Valuable Slayer","dsk","Near Mint","English","","","2025-10-25 22:03:57.383000","144","False","False",""
"1","1","Mountain","one","Near Mint","English","","","2025-10-15 19:48:17.933000","270","False","False",""
"1","1","Mountain","fdn","Near Mint","English","foil","","2025-10-15 13:59:42.540000","278","False","False",""
"1","1","Mountain","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","288","False","False",""
"1","1","Mountain","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","289","False","False",""
"8","8","Mountain","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","279","False","False",""
"23","23","Mountain","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","278","False","False",""
"1","1","Murder","dsk","Near Mint","English","foil","","2025-10-15 16:16:55.853000","110","False","False",""
"3","3","Murder","dsk","Near Mint","English","","","2025-10-30 23:51:31.790000","110","False","False",""
"1","1","Museum Nightwatch","mkm","Near Mint","English","","","2025-10-25 22:11:50.690000","25","False","False",""
"1","1","Myojin of Night's Reach","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","610","False","False",""
"1","1","Myr Convert","one","Near Mint","English","","","2025-10-15 19:32:42.803000","297","False","False",""
"1","1","Myr Convert","one","Near Mint","English","","","2025-11-07 19:30:03.197000","234","False","False",""
"1","1","Mystic Archaeologist","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","511","False","False",""
"2","2","Mystical Teachings","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","594","False","False",""
"2","2","Narset's Rebuke","tdm","Near Mint","English","","","2025-10-15 19:21:11.703000","114","False","False",""
"1","1","Necrogen Communion","one","Near Mint","English","","","2025-11-07 19:30:25.943000","99","False","False",""
"1","1","Necrogen Rotpriest","one","Near Mint","English","","","2025-11-07 19:38:12.430000","296","False","False",""
"1","1","Necrogen Rotpriest","one","Near Mint","English","foil","","2025-10-31 02:59:34.380000","296","False","False",""
"1","1","Necrogen Rotpriest","one","Near Mint","English","","","2025-11-07 19:30:15.967000","212","False","False",""
"2","2","Needletooth Pack","fdn","Near Mint","English","","","2025-11-06 20:17:47.987000","108","False","False",""
"1","1","Negate","fdn","Near Mint","English","foil","","2025-10-19 21:44:49.157000","710","False","False",""
"1","1","Neglected Manor","dsk","Near Mint","English","","","2025-10-30 23:59:12.947000","264","False","False",""
"1","1","Neglected Manor","dsk","Near Mint","English","foil","","2025-10-15 14:58:18.693000","264","False","False",""
"2","2","Nervous Gardener","mkm","Near Mint","English","","","2025-10-25 21:56:45.667000","169","False","False",""
"1","1","Nessian Hornbeetle","fdn","Near Mint","English","","","2025-11-06 20:28:36.863000","229","False","False",""
"1","1","Neva, Stalked by Nightmares","woe","Near Mint","English","","","2025-10-29 01:16:57.223000","209","False","False",""
"1","1","New Horizons","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","557","False","False",""
"1","1","New Way Forward","tdm","Near Mint","English","","","2025-10-15 19:14:12.590000","211","False","False",""
"1","1","Night Market","dft","Near Mint","English","","","2025-11-07 20:35:20.240000","258","False","False",""
"1","1","No More Lies","mkm","Near Mint","English","","","2025-10-25 22:18:09.817000","221","False","False",""
"1","1","Norin, Swift Survivalist","dsk","Near Mint","English","","","2025-10-15 14:52:45.140000","145","False","False",""
"1","1","Not Dead After All","woe","Near Mint","English","foil","","2025-10-29 01:13:45.830000","101","False","False",""
"1","1","Nowhere to Run","dsk","Near Mint","English","","","2025-10-15 14:05:47.030000","111","False","False",""
"1","1","Nullpriest of Oblivion","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","611","False","False",""
"2","2","Obliterating Bolt","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","629","False","False",""
"1","1","Oblivious Bookworm","dsk","Near Mint","English","","","2025-10-30 23:56:11.653000","225","False","False",""
"1","1","Offer Immortality","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","525","False","False",""
"1","1","Old Flitterfang","woe","Near Mint","English","","","2025-10-30 23:49:51.097000","316","False","False",""
"1","1","On the Job","mkm","Near Mint","English","","","2025-10-25 22:12:35.500000","292","False","False",""
"1","1","One Last Job","otj","Near Mint","English","","","2025-10-15 16:26:04.997000","22","False","False",""
"1","1","Ooze Patrol","dft","Near Mint","English","","","2025-11-07 20:35:48.237000","172","False","False",""
"5","5","Opt","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","512","False","False",""
"1","1","Optimistic Scavenger","dsk","Near Mint","English","","","2025-10-30 23:52:48.840000","288","False","False",""
"2","2","Ordeal of Nylea","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","641","False","False",""
"1","1","Ornery Tumblewagg","otj","Near Mint","English","","","2025-10-15 16:25:30.390000","171","False","False",""
"1","1","Orzhov Guildgate","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","692","False","False",""
"1","1","Outlaw Medic","otj","Near Mint","English","","","2025-10-15 16:26:15.397000","23","False","False",""
"1","1","Outlaw Stitcher","otj","Near Mint","English","","","2025-10-15 16:23:01.777000","59","False","False",""
"1","1","Outrageous Robbery","mkm","Near Mint","English","","","2025-10-25 22:06:46.710000","97","False","False",""
"1","1","Overlord of the Hauntwoods","dsk","Near Mint","English","","","2025-10-31 00:04:11.057000","194","False","False",""
"2","2","Overrun","fdn","Near Mint","English","","","2025-11-06 20:28:19.007000","230","False","False",""
"1","1","Ovika, Enigma Goliath","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","663","False","False",""
"1","1","Pacifism","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","501","False","False",""
"1","1","Painter's Studio // Defaced Gallery","dsk","Near Mint","English","","","2025-10-30 23:58:29.663000","147","False","False",""
"2","2","Paranormal Analyst","dsk","Near Mint","English","","","2025-10-25 22:15:53.350000","69","False","False",""
"1","1","Parting Gust","blb","Near Mint","English","","","2025-10-29 01:00:58.610000","24","False","False",""
"1","1","Peculiar Lighthouse","dsk","Near Mint","English","","","2025-10-15 14:58:29.813000","265","False","False",""
"1","1","Peculiar Lighthouse","dsk","Near Mint","English","foil","","2025-10-25 22:22:11.667000","265","False","False",""
"1","1","Peer Past the Veil","dsk","Near Mint","English","","","2025-10-15 16:14:36.433000","226","False","False",""
"1","1","Peerless Ropemaster","otj","Near Mint","English","","","2025-10-15 16:22:31.700000","60","False","False",""
"1","1","Pelakka Wurm","fdn","Near Mint","English","foil","","2025-10-19 21:44:49.157000","720","False","False",""
"2","2","Perforating Artist","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","124","False","False",""
"1","1","Perimeter Enforcer","mkm","Near Mint","English","","","2025-10-25 22:12:28.370000","31","False","False",""
"2","2","Person of Interest","mkm","Near Mint","English","","","2025-10-25 22:02:27.243000","139","False","False",""
"1","1","Phantasmal Image","spg","Near Mint","English","","","2025-10-15 16:17:33.813000","67","False","False",""
"1","1","Piggy Bank","dsk","Near Mint","English","","","2025-10-15 14:51:40.630000","148","False","False",""
"3","3","Pilfer","fdn","Near Mint","English","","","2025-11-06 17:07:04.607000","181","False","False",""
"1","1","Pilfer","fdn","Near Mint","English","foil","","2025-11-06 17:07:10.617000","181","False","False",""
"1","1","Piranha Fly","dsk","Near Mint","English","foil","","2025-10-15 16:15:16.900000","70","False","False",""
"1","1","Piranha Fly","dsk","Near Mint","English","","","2025-10-19 18:30:01.833000","70","False","False",""
"1","1","Pirate's Cutlass","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","563","False","False",""
"1","1","Plague Nurse","one","Near Mint","English","","","2025-11-07 19:31:18.323000","179","False","False",""
"1","1","Plains","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","282","False","False",""
"1","1","Plains","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","283","False","False",""
"16","16","Plains","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","272","False","False",""
"14","14","Plains","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","273","False","False",""
"1","1","Playful Shove","blb","Near Mint","English","foil","","2025-10-29 01:07:52.863000","145","False","False",""
"1","1","Playful Shove","blb","Near Mint","English","","","2025-10-29 01:08:01.820000","145","False","False",""
"1","1","Poised Practitioner","tdm","Near Mint","English","","","2025-10-15 19:21:55.347000","18","False","False",""
"2","2","Popular Egotist","dsk","Near Mint","English","","","2025-10-25 22:08:48.313000","114","False","False",""
"2","2","Possessed Goat","dsk","Near Mint","English","","","2025-10-25 22:10:43.463000","25","False","False",""
